date,model,r2_tr,mse_tr,rmse_tr,mae_tr,r2_ts,mse_ts,rmse_ts,mae_ts
2022-12-13 17:52:46.859034,RF,0.8940424469193267,2.795377698750788e-05,0.0052871331539415,0.001482864643226,0.864578150466139,6.375911962553297e-05,0.0079849307840164,0.0025194802369999
2022-12-13 17:52:58.926616,SVM,0.9947848066543185,1.3758750319660512e-06,0.0011729769954973,0.0009409661359988,0.9899522300282066,4.73067654744462e-06,0.0021750118499549,0.0013468495941491
2022-12-13 17:53:11.409908,MLP,0.9591399597599158,1.0779717154304925e-05,0.0032832479580904,0.0022677822462039,0.952055479222484,2.2573170032492737e-05,0.0047511230285578,0.0031489277868339
2022-12-13 17:53:24.301716,XGB,0.999564728142657,1.1483364871441101e-07,0.0003388711388041,0.0002517052782884,0.9948094136834416,2.443824353479562e-06,0.0015632736016064,0.0007035753626489
2022-12-13 17:55:27.390178,RF,0.9327813692514668,2.0446946200492826e-05,0.0045218299614749,0.0014743533868915,0.6966251012315785,9.422798712040392e-05,0.0097071101322898,0.0024860148223782
2022-12-13 17:55:37.422964,SVM,0.996451610135708,1.0793694522725432e-06,0.0010389270678313,0.0009166073173146,0.9149039473772776,2.6430762014532697e-05,0.0051410856844184,0.0018235876397375
2022-12-13 17:55:49.470932,MLP,0.928324881089725,2.180254616841177e-05,0.0046693196686896,0.0034760234210378,0.7078083003227128,9.07544949356444e-05,0.0095265153616442,0.0052861775303984
2022-12-13 17:56:00.291607,XGB,0.9996354501594557,1.1089084817710905e-07,0.0003330027750291,0.0002524085529165,0.8531941103649169,4.559778522841311e-05,0.0067526132147793,0.0013213955695692
2022-12-13 17:58:49.878066,RF,0.8936559556186295,3.503499081340372e-05,0.0059190363078294,0.0016002295789565,0.918379391610646,1.7063172378534948e-05,0.0041307592980631,0.0016748094310551
2022-12-13 17:58:59.112245,SVM,0.9959661772314516,1.328940839716186e-06,0.0011527969637868,0.0009261588731228,0.9769839970392916,4.811603757105302e-06,0.0021935368146227,0.0013270798192847
2022-12-13 17:59:08.145173,MLP,0.961006798555667,1.2846290192690175e-05,0.0035841721767641,0.0025312721579228,0.9096216532930592,1.889401879720212e-05,0.004346725065748,0.0029030480385541
2022-12-13 17:59:19.852324,XGB,0.9996580962480756,1.1264001550269397e-07,0.0003356188545101,0.0002512064373185,0.9845049527109204,3.239312572210656e-06,0.0017998090377066,0.0006853422588274
2022-12-13 18:03:22.984807,RF,0.891359626480322,3.151200795211886e-05,0.0056135557316302,0.001545268082255,0.8692516854468219,4.796725831136427e-05,0.0069258398993453,0.0023313512904592
2022-12-13 18:04:13.708477,SVM,0.9953698277405048,1.3430184408788404e-06,0.0011588867247832,0.0009297628125343,0.9921499044845512,2.879941975888854e-06,0.0016970391792439,0.0011642955693008
2022-12-13 18:04:26.726276,MLP,0.7402121962234527,7.535352717640685e-05,0.0086806409427188,0.0068100625703378,0.7632390904727255,8.685979428598506e-05,0.0093198602074272,0.0071093208370827
2022-12-13 18:04:54.474834,XGB,0.9996092104443214,1.133516315085101e-07,0.0003366773403549,0.0002512262650176,0.997209906078337,1.0235937366438515e-06,0.0010117280942248,0.0005877578692643
2022-12-13 18:09:20.312537,RF,0.8890976372035048,3.968354266446574e-05,0.0062994874922064,0.0017692057046138,0.8871823382431288,1.064770171558873e-05,0.0032630816287044,0.001568331882109
2022-12-13 18:09:53.972033,SVM,0.996328682016238,1.313686202617504e-06,0.0011461615080857,0.0009499620173821,0.9205340152750696,7.499979069855639e-06,0.002738608966219,0.0016547972450587
2022-12-13 18:10:04.698005,MLP,0.9666575345713296,1.1930739039393352e-05,0.0034540901898174,0.0024795171939664,0.7918765594919632,1.964263644576628e-05,0.0044320014040799,0.0030374217694204
2022-12-13 18:10:14.233771,XGB,0.9996934613562132,1.0968692679110109e-07,0.0003311901671111,0.0002510957207957,0.9658262140179112,3.225313075658452e-06,0.0017959156649627,0.0006549836829951
2022-12-13 18:11:44.324500,RF,0.913279209243806,2.4462557838970072e-05,0.0049459637927273,0.0015208507743764,0.8558990185572297,5.732746217107924e-05,0.0075714900892148,0.0021795800340527
2022-12-13 18:11:58.201740,SVM,0.9962045434108352,1.0706380272611872e-06,0.0010347163994357,0.0009115780982814,0.9889931628713028,4.378832349377326e-06,0.0020925659725268,0.0012877247344912
2022-12-13 18:12:05.817834,MLP,0.9077882672745156,2.601146536556113e-05,0.0051001436612669,0.0038070507982932,0.8893485027107516,4.402030757536463e-05,0.0066347801452169,0.0046161834116744
2022-12-13 18:12:16.599243,XGB,0.9995932101651516,1.147489520852897e-07,0.0003387461469674,0.0002551972257849,0.9981809615734496,7.236651377508299e-07,0.000850685099053,0.0005225113927513
2022-12-13 18:13:21.986637,RF,0.8906871852924247,3.8145915732025786e-05,0.0061762379918544,0.0016666286125077,0.9227304939113428,9.993835957294234e-06,0.0031613028892047,0.0016289956830406
2022-12-13 18:13:42.271615,SVM,0.9961341820013015,1.349019948010543e-06,0.0011614731800651,0.0009313479225943,0.9605112132156703,5.107376470380844e-06,0.0022599505460033,0.0013624490245165
2022-12-13 18:13:53.289034,MLP,0.9607950781488764,1.3680991100762306e-05,0.0036987823808332,0.0026578258385345,0.8656891724397557,1.7371411386859542e-05,0.0041679025164775,0.0028356327165865
2022-12-13 18:14:08.835585,XGB,0.9996774164131902,1.1256911051005113e-07,0.0003355132046731,0.0002511851220814,0.9928919186625966,9.193406617043492e-07,0.0009588225392137,0.0005856075067035
2022-12-13 18:15:36.407448,RF,0.8835309170170663,3.691793382471981e-05,0.0060760129875371,0.0016542204761541,0.9121956521119954,2.278532787383347e-05,0.0047733979379299,0.0019543540876442
2022-12-13 18:15:52.983001,SVM,0.9952522230677808,1.504932554709645e-06,0.0012267569256823,0.000936480226454,0.9796890959813764,5.270702631589452e-06,0.002295801087113,0.0014207162163999
2022-12-13 18:16:02.475649,MLP,0.9229816932331834,2.4412974496639107e-05,0.0049409487445873,0.0033868180199332,0.8330330654500804,4.332810890710517e-05,0.0065824090504241,0.0044054114828572
2022-12-13 18:16:27.341115,XGB,0.999649337351424,1.1115173334736353e-07,0.0003333942611194,0.0002504745151682,0.9925703845226708,1.9279936438157142e-06,0.0013885221077878,0.000676350201043
2022-12-13 18:17:41.275613,RF,0.9052229054260764,3.31575584681355e-05,0.0057582600208861,0.001626867987771,0.8541268045307375,1.8341550515323512e-05,0.0042827036455168,0.0018570791550575
2022-12-13 18:18:28.255856,SVM,0.9954355530262842,1.5968617532123132e-06,0.0012636699542255,0.0009436926801946,0.964805711790452,4.425198289306676e-06,0.0021036155279201,0.0011892664163822
2022-12-13 18:18:38.727839,MLP,0.9665070722708274,1.171742723747328e-05,0.0034230727771219,0.0025904498355164,0.8550958679673142,1.821970409989848e-05,0.0042684545329543,0.0029502204211573
2022-12-13 18:18:49.439425,XGB,0.9996757431498126,1.1344054718197185e-07,0.0003368093632635,0.0002538512096591,0.9913978417250902,1.08160323788419e-06,0.0010400015566739,0.0005700168664091
2022-12-13 18:20:09.181460,RF,0.9029473588711004,3.057752790477392e-05,0.0055296951005253,0.0015913236665914,0.88561815777553,3.053704285121577e-05,0.0055260331930975,0.0019762871832227
2022-12-13 18:20:19.422120,SVM,0.9964986758275648,1.103131623631953e-06,0.001050300730092,0.0009142215067221,0.9812624268194894,5.002455494799109e-06,0.0022366169754339,0.0013112414834832
2022-12-13 18:20:27.914330,MLP,0.9541272760394632,1.4452718449035891e-05,0.0038016731118069,0.0026697187237954,0.920158889410992,2.131554596367221e-05,0.00461687621273,0.0030335460770521
2022-12-13 18:20:38.820812,XGB,0.9996486537511584,1.1069559368220769e-07,0.0003327094733881,0.0002534368286789,0.9949227466295544,1.355497522373468e-06,0.0011642583572272,0.0006452626638841
2022-12-13 18:21:37.121222,RF,0.88740906003771,4.029891536901704e-05,0.0063481426708145,0.0017814499148632,0.9245971129893638,6.96921964281643e-06,0.0026399279616717,0.0013650855636876
2022-12-13 18:21:54.183106,SVM,0.9967513413835982,1.1627704563888704e-06,0.0010783183464955,0.0009249901506863,0.960082713667691,3.689412262899353e-06,0.001920784283281,0.0012813032007586
2022-12-13 18:22:05.023126,MLP,0.9482457492657568,1.852404972393597e-05,0.0043039574491316,0.003041084066328,0.6634087882156958,3.110992400643313e-05,0.0055776270946015,0.0038052045374958
2022-12-13 18:22:23.392142,XGB,0.999691516260054,1.104135033686015e-07,0.0003322852740772,0.0002536343033168,0.9899166825474114,9.31965032657461e-07,0.0009653833604622,0.0005228423113107
2022-12-13 19:13:52.629341,RF,0.8792462540797419,3.615496374033184e-05,0.0060128997780049,0.0016126716533576,0.8975708578566686,3.3644778888879655e-05,0.0058004119585491,0.0021840550100043
2022-12-13 19:15:05.708896,SVM,0.9963488934991112,1.093180357642055e-06,0.0010455526565611,0.000930345503115,0.9513411164112135,1.598292580673574e-05,0.0039978651561471,0.0020220167344784
2022-12-13 19:15:53.665469,MLP,0.971152922011618,8.63712384850751e-06,0.0029388984073131,0.0020970067777257,0.8809765302282062,3.90954980122321e-05,0.006252639283713,0.0033314782770533
2022-12-13 19:16:31.829820,XGB,0.9996268710618461,1.1171879701630584e-07,0.0003342436192604218,0.000254783470370606,0.9705382543369656,9.677264670694436e-06,0.0031108302220941657,0.001140358624074542
